SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
1260,"7/1/2016",27,2190,16,3081,6838,7,1128,2997,,234,560,8,1362,3557,,44.21,52.02,"Polk","Dallas SD 2","Polk ADTC",-
3364,"7/1/2016",30,2201,185,185,13605,42,42,7460,,,1431,46,46,8891,,,65.35,"Umatilla","Helix SD 1","Helix School",-
4846,"7/1/2016",30,2200,10,10,13605,,,7460,,,1431,0,0,8891,,,65.35,"Umatilla","InterMountain ESD","Lifeways Inc",-
4116,"7/1/2016",30,2207,39,2951,13605,,1265,7460,,167,1431,0,1432,8891,,48.53,65.35,"Umatilla","Pendleton SD 16","Hawthorne Middle/High School",-
2270,"7/1/2016",30,2207,23,2951,13605,,1265,7460,,167,1431,25,1432,8891,,48.53,65.35,"Umatilla","Pendleton SD 16","Homestead Youth & Family Services",-
4202,"7/1/2016",30,2207,58,2951,13605,37,1265,7460,,167,1431,40,1432,8891,,48.53,65.35,"Umatilla","Pendleton SD 16","Nixyaawii Community School",-
3432,"7/1/2016",30,2210,25,25,13605,,,7460,,,1431,0,0,8891,,,65.35,"Umatilla","Ukiah SD 80R","Ukiah School",-
1067,"7/1/2016",31,2212,7,2290,3844,,1018,1672,,161,328,0,1179,2000,,51.48,52.03,"Union","La Grande SD 1","Rising Stars Day Treatment",-
1084,"7/1/2016",32,2219,3,249,865,,93,281,,12,101,2,105,382,,42.17,44.16,"Wallowa","Joseph SD 6","Imnaha Elementary School",-
1092,"7/1/2016",32,2222,4,4,865,,,281,,,101,0,0,382,,,44.16,"Wallowa","Troy SD 54","Troy Elementary School",-
4671,"7/1/2016",34,2243,622,40800,86801,43,12638,27961,,2219,5042,48,14857,33003,,36.41,38.02,"Washington","Beaverton SD 48J","Bonny Slope Elementary School",-
1370,"7/1/2016",34,2243,778,40800,86801,14,12638,27961,,2219,5042,18,14857,33003,,36.41,38.02,"Washington","Beaverton SD 48J","Findley Elementary",-
4867,"7/1/2016",34,2243,194,40800,86801,,12638,27961,,2219,5042,0,14857,33003,,36.41,38.02,"Washington","Beaverton SD 48J","Hope Chinese Charter School",-
1314,"7/1/2016",34,2243,176,40800,86801,,12638,27961,,2219,5042,0,14857,33003,,36.41,38.02,"Washington","Beaverton SD 48J","School of Science & Technology",-
2376,"7/1/2016",34,2241,42,6219,86801,,3013,27961,,432,5042,0,3445,33003,,55.39,38.02,"Washington","Forest Grove SD 15","Oak Grove Academy",-
4973,"7/1/2016",34,2239,160,20686,86801,,7730,27961,,1356,5042,0,9086,33003,,43.92,38.02,"Washington","Hillsboro SD 1J","Hillsboro Online Academy",-
1167,"7/1/2016",34,2230,63,205,86801,57,57,27961,,,5042,58,58,33003,,,38.02,"Washington","Northwest Regional ESD","Levi Anderson Learning Center",-
1284,"7/1/2016",34,2230,5,205,86801,,57,27961,,,5042,0,58,33003,,,38.02,"Washington","Northwest Regional ESD","Lifeworks Northwest",-
4220,"7/1/2016",34,2244,199,5312,86801,,618,27961,,218,5042,0,836,33003,,15.74,38.02,"Washington","Sherwood SD 88J","Sherwood Charter School",-
2714,"7/1/2016",34,2242,143,12808,86801,58,3450,27961,,729,5042,62,4179,33003,,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Durham Center",-
2273,"7/1/2016",34,2242,10,12808,86801,,3450,27961,,729,5042,12,4179,33003,,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Janus Youth Programs--Cordero House",-
3579,"7/1/2016",34,2242,233,12808,86801,,3450,27961,,729,5042,0,4179,33003,,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Multi-sensory Instruction Teaching Children Hands-On (MITCH)",-
5150,"7/1/2016",35,2249,315,367,866,,28,99,,,14,0,31,113,,,13.05,"Wheeler","Mitchell SD 55","Insight School of Oregon Painted Hills",-
3404,"7/1/2016",35,2249,52,367,866,28,28,99,,,14,31,31,113,,,13.05,"Wheeler","Mitchell SD 55","Mitchell School",-
3403,"7/1/2016",35,2247,54,54,866,39,39,99,,,14,43,43,113,,,13.05,"Wheeler","Spray SD 1","Spray School",-
4505,"7/1/2016",36,2252,47,865,16761,,358,7470,,64,1108,0,422,8578,,48.79,51.18,"Yamhill","Amity SD 4J","Eola Hills Charter School",-
4833,"7/1/2016",36,2257,132,993,16761,,494,7470,,87,1108,0,581,8578,,58.51,51.18,"Yamhill","Sheridan SD 48J","Sheridan AllPrep Academy",-
2792,"7/1/2016",1,1894,,2944,3243,,743,910,,123,168,0,866,1078,0,29.42,33.24,"Baker","Baker SD 5J","Baker County Jail",-
2793,"7/1/2016",2,1901,,6697,8786,,1985,2779,,355,537,0,2340,3316,0,34.94,37.74,"Benton","Corvallis SD 509J","Benton County Jail",-
2734,"7/1/2016",3,1924,,17309,59069,,4957,14687,,1188,3370,0,6145,18057,0,35.5,30.57,"Clackamas","North Clackamas SD 12","Sabin-Schellenberg Professional-Technical Center",-
2794,"7/1/2016",3,1928,,8008,59069,,2115,14687,,476,3370,0,2591,18057,0,32.36,30.57,"Clackamas","Oregon City SD 62","Clackamas County Jail",-
2795,"7/1/2016",4,1933,,1861,5049,,761,2213,,151,455,0,912,2668,0,49.01,52.84,"Clatsop","Astoria SD 1","Clatsop County Jail",-
2796,"7/1/2016",5,1948,,3041,7622,,1104,2646,,203,538,0,1307,3184,0,42.98,41.77,"Columbia","St Helens SD 502","Columbia County Jail",-
2797,"7/1/2016",6,1964,,990,10115,,507,4131,,69,614,0,576,4745,0,58.18,46.91,"Coos","Coquille SD 8","Coos County Jail",-
4110,"7/1/2016",6,1949,,,10115,,,4131,,,614,0,,4745,0,,46.91,"Coos","South Coast ESD","Even Start Family Literacy System",-
2798,"7/1/2016",7,1970,,2973,2911,,1328,1328,,304,304,0,1632,1632,0,54.89,56.06,"Crook","Crook County SD","Crook County Jail",-
2799,"7/1/2016",8,1972,,484,2312,,246,1127,,85,256,0,331,1383,0,68.39,59.82,"Curry","Central Curry SD 1","Curry County Jail",-
2800,"7/1/2016",9,1976,,17699,26026,,5758,9428,,1394,2044,0,7152,11472,0,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Deschutes County Justice Center",-
4105,"7/1/2016",9,1975,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD","Central Oregon Even Start Program",-
2293,"7/1/2016",9,1975,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD","Central Oregon Regional Program",-
2294,"7/1/2016",9,1975,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD","High Desert ESD EI/ECSE - Deschutes (Area 2)",-
2298,"7/1/2016",9,2294,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","Harney ESD EI/ECSE",-
2307,"7/1/2016",9,2294,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","High Desert ESD EI/ECSE-Warm Springs Early Childhood Center",-
2296,"7/1/2016",9,2294,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE - Gilliam",-
2364,"7/1/2016",9,2294,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE-Sherman",-
2380,"7/1/2016",9,2294,,,26026,,,9428,,,2044,0,,11472,0,,44.08,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE-Wheeler",-
2801,"7/1/2016",10,1991,,5935,14005,,2827,7145,,601,1415,0,3428,8560,0,57.76,61.12,"Douglas","Douglas County SD 4","Douglas County Jail",-
2309,"7/1/2016",10,2295,,,14005,,,7145,,,1415,0,,8560,0,,61.12,"Douglas","Douglas ESD EI/ECSE (Area 3)","EC Intervention Klamath Falls City SD EI/ECSE - Klamath",-
2312,"7/1/2016",10,2295,,,14005,,,7145,,,1415,0,,8560,0,,61.12,"Douglas","Douglas ESD EI/ECSE (Area 3)","Lake ESD EI/ECSE",-
4562,"7/1/2016",10,2295,,,14005,,,7145,,,1415,0,,8560,0,,61.12,"Douglas","Douglas ESD EI/ECSE (Area 3)","Southern Oregon ESD EI/ECSE-Josephine ",-
2802,"7/1/2016",12,2008,,609,891,,209,371,,111,129,0,320,500,0,52.55,56.12,"Grant","John Day SD 3","Grant County Jail",-
2803,"7/1/2016",13,2014,,867,1299,,341,383,,125,149,0,466,532,0,53.75,40.95,"Harney","Harney County SD 3","Harney County Jail",-
2804,"7/1/2016",14,2024,,4120,4084,,1800,1800,,404,404,0,2204,2204,0,53.5,53.97,"Hood River","Hood River County SD","Hood River County Jail",-
2805,"7/1/2016",15,2048,,14081,29154,,6245,13824,,825,1958,0,7070,15782,0,50.21,54.13,"Jackson","Medford SD 549C","Jackson County Jail",-
4108,"7/1/2016",15,2025,,93,29154,,21,13824,,,1958,0,24,15782,0,,54.13,"Jackson","Southern Oregon ESD","Project LISTO Even Start",-
2303,"7/1/2016",15,2025,,93,29154,,21,13824,,,1958,0,24,15782,0,,54.13,"Jackson","Southern Oregon ESD","Southern Oregon Regional Program",-
2806,"7/1/2016",16,2053,,2963,3674,,2215,2601,,127,209,0,2342,2810,0,79.04,76.48,"Jefferson","Jefferson County SD 509J","Jefferson County Jail",-
2807,"7/1/2016",17,2054,,6010,10554,,3168,6117,,510,944,0,3678,7061,0,61.2,66.9,"Josephine","Grants Pass SD 7","Josephine County Jail",-
2808,"7/1/2016",18,2056,,2986,9357,,1752,5115,,234,870,0,1986,5985,0,66.51,63.96,"Klamath","Klamath Falls City Schools","Klamath County Jail",-
2809,"7/1/2016",19,2059,,757,1211,,302,463,,70,83,0,372,546,0,49.14,45.09,"Lake","Lake County SD 7","Lake County Jail",-
2810,"7/1/2016",20,2082,,17258,45309,,5842,19963,,1072,3599,0,6914,23562,0,40.06,52,"Lane","Eugene SD 4J","Lane County Jail",-
2317,"7/1/2016",20,2064,,,45309,,,19963,,,3599,0,,23562,0,,52,"Lane","Lane ESD","Lane Regional Program",-
5299,"7/1/2016",20,2064,,,45309,,,19963,,,3599,0,,23562,0,,52,"Lane","Lane ESD","Oregon State Hospital - Junction City Campus",-
2319,"7/1/2016",20,2318,,,45309,,,19963,,,3599,0,,23562,0,,52,"Lane","Lane ESD-EI/ECSE (Area 7)","EC Cares EI/ECSE - Lane",-
2811,"7/1/2016",21,2097,,5461,5461,,2891,2891,,361,361,0,3252,3252,0,59.55,59.55,"Lincoln","Lincoln County SD","Lincoln County Jail",-
2812,"7/1/2016",22,2100,,9515,22568,,3628,8153,,695,1338,0,4323,9491,0,45.43,42.06,"Linn","Greater Albany Public SD 8J","Linn County Jail",-
2322,"7/1/2016",22,2098,,54,22568,,,8153,,,1338,0,64,9491,0,,42.06,"Linn","Linn Benton Lincoln ESD","Cascade Regional Program",-
2287,"7/1/2016",22,2323,,,22568,,,8153,,,1338,0,,9491,0,,42.06,"Linn","Linn-Benton-Lincoln ESD EI/ECSE (Area 4)","South Coast ESD EI/ECSE - Coos/Curry",-
2813,"7/1/2016",23,2116,,948,5000,,467,3188,,94,419,0,561,3607,0,59.18,72.14,"Malheur","Vale SD 84","Malheur County Jail",-
2513,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Albina Head Start",-
1395,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Clackamas County Childrens Commission",-
3510,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Clackamas ESD Prekindergarten",-
2939,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Community Action Head Start of Marion & Polk Counties",-
2539,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Community Action Head Start of Washington County",-
2517,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Community Action Team",-
2525,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Community Services Consortium",-
3672,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Confederated Tribes of Grand Ronde Community of Oregon",-
3676,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Confederated Tribes of the Warm Springs Reservation",-
2519,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Eastern Oregon Head Start",-
4198,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Head Start of Harney County",-
1528,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Head Start of Lane County",-
2541,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Head Start of Yamhill County",-
2522,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Kids and Company of Linn County (KIDCO) Head Start",-
2523,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Klamath Family Head Start",-
2526,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Malheur County Child Development Center OPP Head Start Site ",-
2527,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Mid-Columbia Childrens Council Inc",-
1649,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Mt Hood Community College Head Start Mt Hood Site",-
2529,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Neighborhood House",-
2929,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","NeighborImpact",-
4199,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","North Central ESD Early Education Head Start",-
4672,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Oregon Child Development Coalition (OCDC) of Jackson County",-
4673,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Oregon Child Development Coalition (OCDC) of Klamath County",-
2530,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Oregon Child Development Coalition (OCDC) of Marion County",-
4196,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Oregon Child Development Coalition (OCDC) of Washington Coun",-
1380,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Oregon State University Child Development Center",-
2531,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Portland Public Schools Head Start",-
3542,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Salem-Keizer Prekindergarten Head Start",-
3037,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","South Coast Head Start",-
1487,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Southern Oregon Head Start",-
2516,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","The Childrens Learning Center",-
3075,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","Umatilla-Morrow Head Start - Umatilla Center",-
2512,"7/1/2016",24,4371,,,62073,,,34127,,,4972,0,,39099,0,,62.99,"Marion","ODE Head Start","United Community Action Network",-
5282,"7/1/2016",24,2142,,41718,62073,,22855,34127,,3190,4972,0,26045,39099,0,62.43,62.99,"Marion","Salem-Keizer SD 24J","Career Technical Education Center",-
2814,"7/1/2016",24,2142,,41718,62073,,22855,34127,,3190,4972,0,26045,39099,0,62.43,62.99,"Marion","Salem-Keizer SD 24J","Marion County Jail",-
4590,"7/1/2016",24,2146,,5650,62073,,3841,34127,,464,4972,0,4305,39099,0,76.19,62.99,"Marion","Woodburn SD 103","Woodburn Family Literacy Center",-
2373,"7/1/2016",26,2342,,,91695,,,41819,,,6364,0,,48183,0,,52.55,"Multnomah","David Douglas School District EI/ECSE (Area 6)","Columbia Gorge ESD EI/ECSE-Wasco",-
2299,"7/1/2016",26,2342,,,91695,,,41819,,,6364,0,,48183,0,,52.55,"Multnomah","David Douglas School District EI/ECSE (Area 6)","Hood River County SD - EI/ECSE",-
5399,"7/1/2016",26,2148,,337,91695,,122,41819,,8,6364,0,130,48183,0,38.58,52.55,"Multnomah","Multnomah ESD","Providence Willamette Falls Medical Center",-
1806,"7/1/2016",26,2148,,337,91695,,122,41819,,8,6364,0,130,48183,0,38.58,52.55,"Multnomah","Multnomah ESD","Shriners Hospital (educational program) ",-
2356,"7/1/2016",26,2180,,47240,91695,,16200,41819,,2426,6364,0,18626,48183,0,39.43,52.55,"Multnomah","Portland SD 1J","Columbia Regional Program",-
2815,"7/1/2016",26,2180,,47240,91695,,16200,41819,,2426,6364,0,18626,48183,0,39.43,52.55,"Multnomah","Portland SD 1J","Multnomah County Jail",-
5270,"7/1/2016",26,2180,,47240,91695,,16200,41819,,2426,6364,0,18626,48183,0,39.43,52.55,"Multnomah","Portland SD 1J","Providence Pediatric Nursing Facility",-
2816,"7/1/2016",27,2190,,3081,6838,,1128,2997,,234,560,0,1362,3557,0,44.21,52.02,"Polk","Dallas SD 2","Polk County Jail",-
2817,"7/1/2016",29,2197,,2105,3347,,1037,1626,,155,278,0,1192,1904,0,56.63,56.89,"Tillamook","Tillamook SD 9","Tillamook County Jail",-
2371,"7/1/2016",30,2200,,10,13605,,,7460,,,1431,0,0,8891,0,,65.35,"Umatilla","InterMountain ESD","Eastern Oregon Regional Program",-
2324,"7/1/2016",30,2366,,,13605,,,7460,,,1431,0,,8891,0,,65.35,"Umatilla","InterMountain ESD EI/ECSE-Umatilla (Area 1)","Malheur ESD EI/ECSE",-
2818,"7/1/2016",30,2207,,2951,13605,,1265,7460,,167,1431,0,1432,8891,0,48.53,65.35,"Umatilla","Pendleton SD 16","Umatilla County Jail",-
2819,"7/1/2016",31,2212,,2290,3844,,1018,1672,,161,328,0,1179,2000,0,51.48,52.03,"Union","La Grande SD 1","Union County Corrections Facility",-
2820,"7/1/2016",33,4131,,3082,3611,,1783,2050,,182,247,0,1965,2297,0,63.76,63.61,"Wasco","North Wasco County SD 21","Wasco County Jail",-
2821,"7/1/2016",34,2239,,20686,86801,,7730,27961,,1356,5042,0,9086,33003,0,43.92,38.02,"Washington","Hillsboro SD 1J","Washington County Jail",-
2286,"7/1/2016",34,2230,,205,86801,,57,27961,,,5042,0,58,33003,0,,38.02,"Washington","Northwest Regional ESD","Northwest Regional Education Service District, Columbia Serv",-
2365,"7/1/2016",34,2230,,205,86801,,57,27961,,,5042,0,58,33003,0,,38.02,"Washington","Northwest Regional ESD","Northwest Regional Education Service District, Tillamook Ser",-
2377,"7/1/2016",34,2230,,205,86801,,57,27961,,,5042,0,58,33003,0,,38.02,"Washington","Northwest Regional ESD","Northwest Regional Program",-
2822,"7/1/2016",36,2256,,6794,16761,,3428,7470,,411,1108,0,3839,8578,0,56.51,51.18,"Yamhill","McMinnville SD 40","Yamhill County Jail",-
3369,"7/1/2016",36,2254,,5196,16761,,1808,7470,,279,1108,0,2087,8578,0,40.17,51.18,"Yamhill","Newberg SD 29J","Sitka Academy",-
3437,"7/1/2016",34,2243,701,40800,86801,23,12638,27961,8,2219,5042,31,14857,33003,4.42,36.41,38.02,"Washington","Beaverton SD 48J","Jacob Wismer Elementary School",-
3222,"7/1/2016",34,2244,601,5312,86801,21,618,27961,10,218,5042,31,836,33003,5.16,15.74,38.02,"Washington","Sherwood SD 88J","Middleton Elementary School",-
54,"7/1/2016",3,1923,457,7084,59069,20,456,14687,10,134,3370,30,590,18057,6.56,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Hallinan Elementary School",-
857,"7/1/2016",26,2180,884,47240,91695,52,16200,41819,7,2426,6364,59,18626,48183,6.67,39.43,52.55,"Multnomah","Portland SD 1J","Beverly Cleary School ",-
823,"7/1/2016",26,2180,605,47240,91695,36,16200,41819,6,2426,6364,42,18626,48183,6.94,39.43,52.55,"Multnomah","Portland SD 1J","Ainsworth Elementary School",-
60,"7/1/2016",3,1923,840,7084,59069,48,456,14687,16,134,3370,64,590,18057,7.62,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Lakeridge Middle School",-
61,"7/1/2016",3,1923,1311,7084,59069,77,456,14687,23,134,3370,100,590,18057,7.63,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Lake Oswego Senior High School",-
59,"7/1/2016",3,1923,911,7084,59069,55,456,14687,15,134,3370,70,590,18057,7.68,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Lake Oswego Middle School",-
47,"7/1/2016",3,1922,451,9764,59069,28,1664,14687,7,409,3370,35,2073,18057,7.76,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Stafford Primary School",-
55,"7/1/2016",3,1923,460,7084,59069,31,456,14687,6,134,3370,37,590,18057,8.04,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Lake Grove Elementary School",-
62,"7/1/2016",3,1923,1118,7084,59069,72,456,14687,24,134,3370,96,590,18057,8.59,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Lakeridge High School",-
1205,"7/1/2016",35,2248,445,445,866,32,32,99,7,7,14,39,39,113,8.76,8.76,13.05,"Wheeler","Fossil SD 21J","Fossil Charter School",-
898,"7/1/2016",26,2180,910,47240,91695,69,16200,41819,11,2426,6364,80,18626,48183,8.79,39.43,52.55,"Multnomah","Portland SD 1J","West Sylvan Middle School",-
3219,"7/1/2016",9,1976,390,17699,26026,28,5758,9428,9,1394,2044,37,7152,11472,9.49,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Highland School at Kenwood Elementary School",-
822,"7/1/2016",26,2180,519,47240,91695,42,16200,41819,8,2426,6364,50,18626,48183,9.63,39.43,52.55,"Multnomah","Portland SD 1J","Abernethy Elementary School",-
1178,"7/1/2016",34,2243,370,40800,86801,29,12638,27961,7,2219,5042,36,14857,33003,9.73,36.41,38.02,"Washington","Beaverton SD 48J","West Tualatin View Elementary School",-
844,"7/1/2016",26,2180,519,47240,91695,45,16200,41819,6,2426,6364,51,18626,48183,9.83,39.43,52.55,"Multnomah","Portland SD 1J","Duniway Elementary School",-
883,"7/1/2016",26,2180,649,47240,91695,50,16200,41819,14,2426,6364,64,18626,48183,9.86,39.43,52.55,"Multnomah","Portland SD 1J","Richmond Elementary School",-
5057,"7/1/2016",3,1922,614,9764,59069,50,1664,14687,12,409,3370,62,2073,18057,10.1,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Trillium Creek Primary School",-
