SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
306,"7/1/2016",10,2000,186,277,14005,131,187,7145,11,27,1415,142,214,8560,76.34,77.26,61.12,"Douglas","Glendale SD 77","Glendale Elementary School",-
1235,"7/1/2016",36,2257,521,993,16761,348,494,7470,50,87,1108,398,581,8578,76.39,58.51,51.18,"Yamhill","Sheridan SD 48J","Faulconer-Chapman School",-
475,"7/1/2016",18,2057,136,6579,9357,94,3363,5115,10,636,870,104,3999,5985,76.47,60.78,63.96,"Klamath","Klamath County SD","Malin Elementary School",-
948,"7/1/2016",26,2182,472,11538,91695,329,6911,41819,32,807,6364,361,7718,48183,76.48,66.89,52.55,"Multnomah","Reynolds SD 7","Margaret Scott Elementary School",-
258,"7/1/2016",9,1977,402,7367,26026,292,3434,9428,16,574,2044,308,4008,11472,76.62,54.4,44.08,"Deschutes","Redmond SD 2J","John Tuck Elementary School",-
16,"7/1/2016",2,1899,73,140,8786,46,73,2779,10,23,537,56,96,3316,76.71,68.57,37.74,"Benton","Alsea SD 7J","Alsea Elementary School",-
430,"7/1/2016",16,2053,408,2963,3674,292,2215,2601,21,127,209,313,2342,2810,76.72,79.04,76.48,"Jefferson","Jefferson County SD 509J","Madras Primary School",-
1097,"7/1/2016",33,4131,331,3082,3611,234,1783,2050,20,182,247,254,1965,2297,76.74,63.76,63.61,"Wasco","North Wasco County SD 21","Colonel Wright Elementary School",-
1325,"7/1/2016",9,1977,401,7367,26026,287,3434,9428,21,574,2044,308,4008,11472,76.81,54.4,44.08,"Deschutes","Redmond SD 2J","Vern Patrick Elementary School",-
4857,"7/1/2016",6,1964,187,990,10115,134,507,4131,10,69,614,144,576,4745,77.01,58.18,46.91,"Coos","Coquille SD 8","Winter Lakes School",-
1354,"7/1/2016",20,2083,140,11064,45309,97,6172,19963,11,907,3599,108,7079,23562,77.14,63.98,52,"Lane","Springfield SD 19","Gateways High School",-
4048,"7/1/2016",25,2147,206,2228,2374,127,1282,1350,32,298,318,159,1580,1668,77.18,70.92,70.26,"Morrow","Morrow SD 1","Irrigon Elementary School",-
4540,"7/1/2016",24,2146,281,5650,62073,198,3841,34127,19,464,4972,217,4305,39099,77.22,76.19,62.99,"Marion","Woodburn SD 103","Academy of International Studies (at Woodburn)",-
3554,"7/1/2016",15,2048,198,14081,29154,140,6245,13824,13,825,1958,153,7070,15782,77.27,50.21,54.13,"Jackson","Medford SD 549C","Central Medford High School",-
847,"7/1/2016",26,2180,472,47240,91695,326,16200,41819,39,2426,6364,365,18626,48183,77.33,39.43,52.55,"Multnomah","Portland SD 1J","Faubion Elementary School",-
937,"7/1/2016",26,2183,402,11972,91695,263,5725,41819,48,1042,6364,311,6767,48183,77.36,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Hollydale Elementary School",-
925,"7/1/2016",26,2181,345,3238,91695,242,2088,41819,25,278,6364,267,2366,48183,77.39,73.07,52.55,"Multnomah","Parkrose SD 3","Prescott Elementary School",-
4146,"7/1/2016",20,2082,421,17258,45309,300,5842,19963,26,1072,3599,326,6914,23562,77.43,40.06,52,"Lane","Eugene SD 4J","Cesar Chavez Elementary School",-
4589,"7/1/2016",24,2142,192,41718,62073,126,22855,34127,23,3190,4972,149,26045,39099,77.6,62.43,62.99,"Marion","Salem-Keizer SD 24J","Early College High School",-
1060,"7/1/2016",30,2209,242,506,13605,160,291,7460,28,69,1431,188,360,8891,77.69,71.15,65.35,"Umatilla","Stanfield SD 61","Stanfield Elementary School",-
406,"7/1/2016",15,2046,189,189,29154,123,123,13824,24,24,1958,147,147,15782,77.78,77.78,54.13,"Jackson","Butte Falls SD 91","Butte Falls Charter School",-
976,"7/1/2016",26,2187,505,10591,91695,315,6797,41819,78,1205,6364,393,8002,48183,77.82,75.55,52.55,"Multnomah","David Douglas SD 40","Menlo Park Elementary School",-
3351,"7/1/2016",1,1895,77,77,3243,51,51,910,9,9,168,60,60,1078,77.92,77.92,33.24,"Baker","Huntington SD 16J","Huntington School",-
1359,"7/1/2016",24,2146,910,5650,62073,630,3841,34127,80,464,4972,710,4305,39099,78.02,76.19,62.99,"Marion","Woodburn SD 103","Heritage Elementary",-
862,"7/1/2016",26,2180,407,47240,91695,296,16200,41819,22,2426,6364,318,18626,48183,78.13,39.43,52.55,"Multnomah","Portland SD 1J","James John Elementary School",-
545,"7/1/2016",20,2083,367,11064,45309,259,6172,19963,28,907,3599,287,7079,23562,78.2,63.98,52,"Lane","Springfield SD 19","Douglas Gardens Elementary School",-
420,"7/1/2016",15,2048,560,14081,29154,400,6245,13824,38,825,1958,438,7070,15782,78.21,50.21,54.13,"Jackson","Medford SD 549C","Wilson Elementary School",-
3986,"7/1/2016",34,2241,350,6219,86801,265,3013,27961,9,432,5042,274,3445,33003,78.29,55.39,38.02,"Washington","Forest Grove SD 15","Fern Hill Elementary School",-
757,"7/1/2016",24,2142,388,41718,62073,276,22855,34127,28,3190,4972,304,26045,39099,78.35,62.43,62.99,"Marion","Salem-Keizer SD 24J","Richmond Elementary School",-
1289,"7/1/2016",19,2061,222,222,1211,161,161,463,13,13,83,174,174,546,78.38,78.38,45.09,"Lake","North Lake SD 14","North Lake School",-
568,"7/1/2016",20,2085,74,152,45309,52,107,19963,6,13,3599,58,120,23562,78.38,78.95,52,"Lane","Mapleton SD 32","Mapleton Elementary School",-
773,"7/1/2016",24,2142,1817,41718,62073,1251,22855,34127,174,3190,4972,1425,26045,39099,78.43,62.43,62.99,"Marion","Salem-Keizer SD 24J","North Salem High School",-
1773,"7/1/2016",16,2053,423,2963,3674,305,2215,2601,27,127,209,332,2342,2810,78.49,79.04,76.48,"Jefferson","Jefferson County SD 509J","Jefferson County Middle School",-
693,"7/1/2016",23,2108,149,2432,5000,110,1798,3188,7,129,419,117,1927,3607,78.52,79.24,72.14,"Malheur","Ontario SD 8C","Cairo Elementary School",-
259,"7/1/2016",9,1977,373,7367,26026,275,3434,9428,18,574,2044,293,4008,11472,78.55,54.4,44.08,"Deschutes","Redmond SD 2J","M A Lynch Elementary School",-
1082,"7/1/2016",31,2217,275,377,3844,168,225,1672,48,62,328,216,287,2000,78.55,76.13,52.03,"Union","Elgin SD 23","Stella Mayfield Elementary School",-
4040,"7/1/2016",24,2336,280,1002,62073,192,347,34127,28,54,4972,220,401,39099,78.57,40.02,62.99,"Marion","Oregon Department of Education","Four Rivers Community School",-
304,"7/1/2016",10,1999,215,389,14005,141,231,7145,28,49,1415,169,280,8560,78.6,71.98,61.12,"Douglas","Riddle SD 70","Riddle Elementary School",-
813,"7/1/2016",25,2147,271,2228,2374,162,1282,1350,51,298,318,213,1580,1668,78.6,70.92,70.26,"Morrow","Morrow SD 1","A C Houghton Elementary School",-
796,"7/1/2016",24,2146,477,5650,62073,334,3841,34127,41,464,4972,375,4305,39099,78.62,76.19,62.99,"Marion","Woodburn SD 103","Nellie Muir Elementary School",-
1114,"7/1/2016",34,2239,462,20686,86801,327,7730,27961,37,1356,5042,364,9086,33003,78.79,43.92,38.02,"Washington","Hillsboro SD 1J","W Verne McKinney Elementary School",-
196,"7/1/2016",6,1965,391,3320,10115,283,1714,4131,26,249,614,309,1963,4745,79.03,59.13,46.91,"Coos","Coos Bay SD 9","Madison Elementary School",-
307,"7/1/2016",10,2000,91,277,14005,56,187,7145,16,27,1415,72,214,8560,79.12,77.26,61.12,"Douglas","Glendale SD 77","Glendale Community Charter School",-
431,"7/1/2016",16,2053,321,2963,3674,233,2215,2601,21,127,209,254,2342,2810,79.13,79.04,76.48,"Jefferson","Jefferson County SD 509J","Metolius Elementary School",-
4542,"7/1/2016",24,2146,405,5650,62073,273,3841,34127,48,464,4972,321,4305,39099,79.26,76.19,62.99,"Marion","Woodburn SD 103","Woodburn Academy of Art, Science and Technology",-
864,"7/1/2016",26,2180,605,47240,91695,423,16200,41819,57,2426,6364,480,18626,48183,79.34,39.43,52.55,"Multnomah","Portland SD 1J","Kelly Elementary School",-
1153,"7/1/2016",34,2243,975,40800,86801,649,12638,27961,125,2219,5042,774,14857,33003,79.38,36.41,38.02,"Washington","Beaverton SD 48J","Aloha-Huber Park School",-
1367,"7/1/2016",26,2185,146,6145,91695,110,3727,41819,6,519,6364,116,4246,48183,79.45,69.1,52.55,"Multnomah","Centennial SD 28J","Centennial Park School",-
569,"7/1/2016",20,2085,78,152,45309,55,107,19963,7,13,3599,62,120,23562,79.49,78.95,52,"Lane","Mapleton SD 32","Mapleton Jr/Sr High School",-
998,"7/1/2016",27,2191,435,3310,6838,293,1690,2997,53,285,560,346,1975,3557,79.54,59.67,52.02,"Polk","Central SD 13J","Independence Elementary School",-
289,"7/1/2016",10,1994,213,1487,14005,136,839,7145,34,174,1415,170,1013,8560,79.81,68.12,61.12,"Douglas","South Umpqua SD 19","Canyonville School",-
270,"7/1/2016",10,1991,313,5935,14005,224,2827,7145,26,601,1415,250,3428,8560,79.87,57.76,61.12,"Douglas","Douglas County SD 4","Fir Grove Elementary School",-
4232,"7/1/2016",26,2187,850,10591,91695,580,6797,41819,99,1205,6364,679,8002,48183,79.88,75.55,52.55,"Multnomah","David Douglas SD 40","Ron Russell Middle School",-
1254,"7/1/2016",26,2182,944,11538,91695,690,6911,41819,66,807,6364,756,7718,48183,80.08,66.89,52.55,"Multnomah","Reynolds SD 7","Reynolds Middle School",-
764,"7/1/2016",24,2142,588,41718,62073,425,22855,34127,46,3190,4972,471,26045,39099,80.1,62.43,62.99,"Marion","Salem-Keizer SD 24J","Yoshikai Elementary School",-
751,"7/1/2016",24,2142,570,41718,62073,418,22855,34127,39,3190,4972,457,26045,39099,80.18,62.43,62.99,"Marion","Salem-Keizer SD 24J","Eyre Elementary School",-
954,"7/1/2016",26,2182,758,11538,91695,552,6911,41819,56,807,6364,608,7718,48183,80.21,66.89,52.55,"Multnomah","Reynolds SD 7","Hauton B Lee Middle School",-
3374,"7/1/2016",24,2142,444,41718,62073,334,22855,34127,23,3190,4972,357,26045,39099,80.41,62.43,62.99,"Marion","Salem-Keizer SD 24J","Weddle Elementary School",-
875,"7/1/2016",26,2180,358,47240,91695,260,16200,41819,28,2426,6364,288,18626,48183,80.45,39.43,52.55,"Multnomah","Portland SD 1J","Marysville Elementary School",-
5205,"7/1/2016",15,2048,348,14081,29154,245,6245,13824,35,825,1958,280,7070,15782,80.46,50.21,54.13,"Jackson","Medford SD 549C","Kids Unlimited Academy",-
199,"7/1/2016",6,1965,429,3320,10115,304,1714,4131,42,249,614,346,1963,4745,80.65,59.13,46.91,"Coos","Coos Bay SD 9","Sunset School",-
694,"7/1/2016",23,2108,305,2432,5000,237,1798,3188,9,129,419,246,1927,3607,80.66,79.24,72.14,"Malheur","Ontario SD 8C","Aiken Elementary School",-
410,"7/1/2016",15,2048,461,14081,29154,332,6245,13824,40,825,1958,372,7070,15782,80.69,50.21,54.13,"Jackson","Medford SD 549C","Howard Elementary School",-
440,"7/1/2016",17,2054,446,6010,10554,332,3168,6117,28,510,944,360,3678,7061,80.72,61.2,66.9,"Josephine","Grants Pass SD 7","Riverside Elementary School",-
786,"7/1/2016",24,2137,229,995,62073,163,694,34127,22,95,4972,185,789,39099,80.79,79.3,62.99,"Marion","Gervais SD 1","Gervais Middle School",-
705,"7/1/2016",23,2111,73,88,5000,47,47,3188,12,12,419,59,59,3607,80.82,67.05,72.14,"Malheur","Annex SD 29","Annex Charter School",-
4639,"7/1/2016",36,2256,510,6794,16761,379,3428,7470,34,411,1108,413,3839,8578,80.98,56.51,51.18,"Yamhill","McMinnville SD 40","Sue Buel Elementary",-
483,"7/1/2016",18,2057,142,6579,9357,108,3363,5115,7,636,870,115,3999,5985,80.99,60.78,63.96,"Klamath","Klamath County SD","Chiloquin High School",-
453,"7/1/2016",17,2055,58,4632,10554,36,2949,6117,11,434,944,47,3383,7061,81.03,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Williams Elementary School",-
363,"7/1/2016",14,2024,496,4120,4084,324,1800,1800,78,404,404,402,2204,2204,81.05,53.5,53.97,"Hood River","Hood River County SD","Mid Valley Elementary School",-
1037,"7/1/2016",30,2206,607,5645,13605,420,3112,7460,72,694,1431,492,3806,8891,81.05,67.42,65.35,"Umatilla","Hermiston SD 8","Sunset Elementary School",-
1360,"7/1/2016",24,2146,637,5650,62073,442,3841,34127,75,464,4972,517,4305,39099,81.16,76.19,62.99,"Marion","Woodburn SD 103","Valor Middle School",-
1343,"7/1/2016",26,2182,220,11538,91695,167,6911,41819,12,807,6364,179,7718,48183,81.36,66.89,52.55,"Multnomah","Reynolds SD 7","Reynolds Learning Academy",-
1027,"7/1/2016",30,2202,183,344,13605,119,188,7460,30,51,1431,149,239,8891,81.42,69.48,65.35,"Umatilla","Pilot Rock SD 2","Pilot Rock Elementary School",-
479,"7/1/2016",18,2057,325,6579,9357,237,3363,5115,28,636,870,265,3999,5985,81.54,60.78,63.96,"Klamath","Klamath County SD","Stearns Elementary School",-
965,"7/1/2016",26,2185,505,6145,91695,390,3727,41819,22,519,6364,412,4246,48183,81.58,69.1,52.55,"Multnomah","Centennial SD 28J","Lynch Wood Elementary School",-
3375,"7/1/2016",24,2142,497,41718,62073,381,22855,34127,25,3190,4972,406,26045,39099,81.69,62.43,62.99,"Marion","Salem-Keizer SD 24J","Lamb Elementary School",-
5295,"7/1/2016",30,2205,279,1768,13605,196,1208,7460,32,246,1431,228,1454,8891,81.72,82.24,65.35,"Umatilla","Milton-Freewater Unified SD 7","Grove Elementary School",-
797,"7/1/2016",24,2146,520,5650,62073,403,3841,34127,22,464,4972,425,4305,39099,81.73,76.19,62.99,"Marion","Woodburn SD 103","Washington Elementary School",-
413,"7/1/2016",15,2048,478,14081,29154,355,6245,13824,36,825,1958,391,7070,15782,81.8,50.21,54.13,"Jackson","Medford SD 549C","Jefferson Elementary School",-
771,"7/1/2016",24,2142,2446,41718,62073,1769,22855,34127,232,3190,4972,2001,26045,39099,81.81,62.43,62.99,"Marion","Salem-Keizer SD 24J","McKay High School",-
1149,"7/1/2016",34,2239,238,20686,86801,182,7730,27961,13,1356,5042,195,9086,33003,81.93,43.92,38.02,"Washington","Hillsboro SD 1J","Reedville Elementary School",-
728,"7/1/2016",24,2142,683,41718,62073,524,22855,34127,36,3190,4972,560,26045,39099,81.99,62.43,62.99,"Marion","Salem-Keizer SD 24J","Auburn Elementary School",-
972,"7/1/2016",26,2187,523,10591,91695,389,6797,41819,41,1205,6364,430,8002,48183,82.22,75.55,52.55,"Multnomah","David Douglas SD 40","Cherry Park Elementary School",-
870,"7/1/2016",26,2180,523,47240,91695,381,16200,41819,49,2426,6364,430,18626,48183,82.22,39.43,52.55,"Multnomah","Portland SD 1J","Lent Elementary School",-
1351,"7/1/2016",17,2054,422,6010,10554,301,3168,6117,46,510,944,347,3678,7061,82.23,61.2,66.9,"Josephine","Grants Pass SD 7","Parkside Elementary",-
299,"7/1/2016",10,1997,153,242,14005,112,186,7145,14,20,1415,126,206,8560,82.35,85.12,61.12,"Douglas","Yoncalla SD 32","Yoncalla Elementary School",-
1791,"7/1/2016",20,2087,91,2799,45309,69,1402,19963,6,286,3599,75,1688,23562,82.42,60.31,52,"Lane","South Lane SD 45J3","Al Kennedy Alternative High School",-
1179,"7/1/2016",34,2243,491,40800,86801,375,12638,27961,30,2219,5042,405,14857,33003,82.48,36.41,38.02,"Washington","Beaverton SD 48J","William Walker Elementary School",-
1119,"7/1/2016",34,2239,337,20686,86801,251,7730,27961,27,1356,5042,278,9086,33003,82.49,43.92,38.02,"Washington","Hillsboro SD 1J","W L Henry Elementary School",-
276,"7/1/2016",10,1991,270,5935,14005,174,2827,7145,49,601,1415,223,3428,8560,82.59,57.76,61.12,"Douglas","Douglas County SD 4","Sunnyslope Elementary School",-
644,"7/1/2016",22,2100,414,9515,22568,298,3628,8153,44,695,1338,342,4323,9491,82.61,45.43,42.06,"Linn","Greater Albany Public SD 8J","Sunrise Elementary School",-
833,"7/1/2016",26,2180,512,47240,91695,371,16200,41819,52,2426,6364,423,18626,48183,82.62,39.43,52.55,"Multnomah","Portland SD 1J","Boise-Eliot Elementary School",-
371,"7/1/2016",15,2039,370,2651,29154,277,1475,13824,29,151,1958,306,1626,15782,82.7,61.34,54.13,"Jackson","Phoenix-Talent SD 4","Phoenix Elementary School",-
1352,"7/1/2016",20,2083,539,11064,45309,397,6172,19963,49,907,3599,446,7079,23562,82.75,63.98,52,"Lane","Springfield SD 19","Riverbend Elementary School",-
767,"7/1/2016",24,2142,711,41718,62073,527,22855,34127,62,3190,4972,589,26045,39099,82.84,62.43,62.99,"Marion","Salem-Keizer SD 24J","Parrish Middle School",-
887,"7/1/2016",26,2180,507,47240,91695,392,16200,41819,28,2426,6364,420,18626,48183,82.84,39.43,52.55,"Multnomah","Portland SD 1J","Scott Elementary School",-
1177,"7/1/2016",34,2243,614,40800,86801,456,12638,27961,53,2219,5042,509,14857,33003,82.9,36.41,38.02,"Washington","Beaverton SD 48J","Vose Elementary School",-
744,"7/1/2016",24,2142,474,41718,62073,352,22855,34127,41,3190,4972,393,26045,39099,82.91,62.43,62.99,"Marion","Salem-Keizer SD 24J","Hoover Elementary School",-
1033,"7/1/2016",30,2204,398,1356,13605,292,964,7460,38,117,1431,330,1081,8891,82.91,79.72,65.35,"Umatilla","Umatilla SD 6R","Umatilla High School",-
1038,"7/1/2016",30,2206,560,5645,13605,396,3112,7460,70,694,1431,466,3806,8891,83.21,67.42,65.35,"Umatilla","Hermiston SD 8","West Park Elementary School",-
1331,"7/1/2016",24,2142,1103,41718,62073,790,22855,34127,128,3190,4972,918,26045,39099,83.23,62.43,62.99,"Marion","Salem-Keizer SD 24J","Stephens Middle School",-
1031,"7/1/2016",30,2204,287,1356,13605,209,964,7460,30,117,1431,239,1081,8891,83.28,79.72,65.35,"Umatilla","Umatilla SD 6R","Clara Brownell Middle School",-
959,"7/1/2016",26,2185,436,6145,91695,328,3727,41819,36,519,6364,364,4246,48183,83.49,69.1,52.55,"Multnomah","Centennial SD 28J","Lynch Meadows Elementary School",-
598,"7/1/2016",20,2092,146,582,45309,107,232,19963,15,43,3599,122,275,23562,83.56,47.25,52,"Lane","Lowell SD 71","Lundy Elementary School",-
755,"7/1/2016",24,2142,422,41718,62073,330,22855,34127,23,3190,4972,353,26045,39099,83.65,62.43,62.99,"Marion","Salem-Keizer SD 24J","Hayesville Elementary School",-
975,"7/1/2016",26,2187,644,10591,91695,483,6797,41819,56,1205,6364,539,8002,48183,83.7,75.55,52.55,"Multnomah","David Douglas SD 40","Lincoln Park Elementary School",-
3989,"7/1/2016",26,2182,479,11538,91695,376,6911,41819,25,807,6364,401,7718,48183,83.72,66.89,52.55,"Multnomah","Reynolds SD 7","Salish Ponds Elementary School",-
814,"7/1/2016",25,2147,332,2228,2374,236,1282,1350,42,298,318,278,1580,1668,83.73,70.92,70.26,"Morrow","Morrow SD 1","Sam Boardman Elementary School",-
1128,"7/1/2016",34,2241,297,6219,86801,226,3013,27961,23,432,5042,249,3445,33003,83.84,55.39,38.02,"Washington","Forest Grove SD 15","Cornelius Elementary School",-
697,"7/1/2016",23,2108,137,2432,5000,108,1798,3188,7,129,419,115,1927,3607,83.94,79.24,72.14,"Malheur","Ontario SD 8C","Pioneer Elementary School",-
776,"7/1/2016",24,2137,429,995,62073,322,694,34127,39,95,4972,361,789,39099,84.15,79.3,62.99,"Marion","Gervais SD 1","Gervais Elementary School",-
936,"7/1/2016",26,2183,483,11972,91695,361,5725,41819,46,1042,6364,407,6767,48183,84.27,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Hall Elementary School",-
842,"7/1/2016",26,2180,675,47240,91695,521,16200,41819,48,2426,6364,569,18626,48183,84.3,39.43,52.55,"Multnomah","Portland SD 1J","Harrison Park School",-
963,"7/1/2016",26,2185,359,6145,91695,275,3727,41819,28,519,6364,303,4246,48183,84.4,69.1,52.55,"Multnomah","Centennial SD 28J","Parklane Elementary School",-
5059,"7/1/2016",20,2083,481,11064,45309,368,6172,19963,38,907,3599,406,7079,23562,84.41,63.98,52,"Lane","Springfield SD 19","Two Rivers Dos Rios Elementary ",-
5064,"7/1/2016",24,2142,584,41718,62073,472,22855,34127,21,3190,4972,493,26045,39099,84.42,62.43,62.99,"Marion","Salem-Keizer SD 24J","Cesar E Chavez Elem ",-
443,"7/1/2016",17,2055,387,4632,10554,299,2949,6117,28,434,944,327,3383,7061,84.5,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Evergreen Elementary School",-
902,"7/1/2016",26,2180,324,47240,91695,256,16200,41819,18,2426,6364,274,18626,48183,84.57,39.43,52.55,"Multnomah","Portland SD 1J","Woodlawn Elementary School",-
1330,"7/1/2016",24,2142,1011,41718,62073,775,22855,34127,81,3190,4972,856,26045,39099,84.67,62.43,62.99,"Marion","Salem-Keizer SD 24J","Houck Middle School",-
903,"7/1/2016",26,2180,301,47240,91695,235,16200,41819,20,2426,6364,255,18626,48183,84.72,39.43,52.55,"Multnomah","Portland SD 1J","Woodmere Elementary School",-
1130,"7/1/2016",34,2241,435,6219,86801,308,3013,27961,61,432,5042,369,3445,33003,84.83,55.39,38.02,"Washington","Forest Grove SD 15","Echo Shaw Elementary School",-
928,"7/1/2016",26,2181,317,3238,91695,242,2088,41819,27,278,6364,269,2366,48183,84.86,73.07,52.55,"Multnomah","Parkrose SD 3","Shaver Elementary School",-
962,"7/1/2016",26,2185,451,6145,91695,359,3727,41819,24,519,6364,383,4246,48183,84.92,69.1,52.55,"Multnomah","Centennial SD 28J","Oliver Elementary School",-
1036,"7/1/2016",30,2206,492,5645,13605,349,3112,7460,70,694,1431,419,3806,8891,85.16,67.42,65.35,"Umatilla","Hermiston SD 8","Rocky Heights Elementary School",-
648,"7/1/2016",22,2100,272,9515,22568,215,3628,8153,17,695,1338,232,4323,9491,85.29,45.43,42.06,"Linn","Greater Albany Public SD 8J","Waverly Elementary School",-
979,"7/1/2016",26,2187,440,10591,91695,318,6797,41819,59,1205,6364,377,8002,48183,85.68,75.55,52.55,"Multnomah","David Douglas SD 40","West Powellhurst Elementary School",-
